name,type,about,employees,employees_latest,growth_stage,traffic_summary,launch_year,has_promising_founder,has_strong_founder,has_super_founder,total_funding,last_funding,company_status,last_updated_utc,created_utc,employee_3_months_growth_unique,job_openings,kpi_summary->last_update_date_utc,team->total,traffic->visitors,3d technology,artificial intelligence,augmented reality,autonomous & sensor tech,big data,blockchain,computer vision,connected device,deep learning,deep tech,hardware,iot internetofthings,machine learning,mobile app,nanotech,natural language processing,quantum technologies,recognition technology,virtual reality,Status
OptaKey,company,"Automate your processes and become more productive with our Google Workspace (GSuite) products. OptaKey provides add-ons for Google services like Google Sheets or Google Drive that help you cope with the little nasty things in your daily work routines. Our product range includes: • csv Exporter allows users to export csv files from Google Sheets with any separator (like semicolon). It is the best-rated and most-used csv exporting add-on for Google Sheets with c. 30,000 users at 50+ companies. https://optakey.com/csv-exporter/ • Delete Empty Rows allows users to automatically remove empty rows or columns in Google Sheets. https://optakey.com/delete-empty-rows/",1,1.0,seed,,2020.0,False,False,False,0.0,,operational,2022-09-07 05:16:39,2021-12-14 23:44:36,624000.0,0,2021-12-15 00:02:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Plug&paid,company,"Turn your website into a shop instantly.  
No programming skills required.   
Up and running on virtually any website.

Distributed selling: install the same checkout cart in multiple locations (web domains) on the web. Consumers purchase products directly from the webpage they are viewing without needing to redirect to another page or website.",2-10,3.0,seed,15K,2017.0,False,False,False,0.0,0.2,operational,2022-08-24 04:55:15,2018-10-16 12:05:17,358418.0,0,2022-03-04 01:55:24,5,14898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Spaceoptix,company,"SPACEOPTIX is a Fraunhofer IOF spin-off. We engineer, manufacture, integrate, and test high-performance metal optical components and systems for applications in space, astronomy, science, and industry.  Based on an experience of more than 20 years in applied research, we offer metal mirror components and systems from micro-scale to meter-class. Wether within a dedicated process step or as a complex system solution - we support our customers from design to final system integration and testing.",2-10,4.0,seed,0.3K,2020.0,False,False,False,0.0,,operational,2022-08-16 16:01:05,2020-12-21 21:20:49,,0,2020-12-21 22:18:21,0,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rejected
Workbee,company,"Workbee ist eine Job-Plattform für Pflegekräfte. 

Mit einem innovativen Matching-Algorithmus finden Pflegekräfte bessere Jobs in der Pflege.",11-50,12.0,early growth,7K,2020.0,False,False,False,0.0,,operational,2022-08-21 02:58:39,2020-11-20 06:07:12,53270.0,0,2022-08-11 14:37:48,1,6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Koble,company,,,,early growth,0.1K,2019.0,False,False,False,0.0,,operational,2022-06-26 04:22:04,2020-11-04 09:16:57,,0,2020-11-04 10:01:37,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Yaliyomo GmbH,company,"Founded in Cologne, Germany by a duo of International entrepreneurs with over 50+ years of experience in global content and data management, Yaliyomo and our industry-leading Content Management Platform (CMP) Y™ answers the growing demand from consumers in a changing world, for full transparency and better traceability. Consumers are keen to know everything about the product they are purchasing and brand owners/retailers are interested to keep their products identity and integrity.

Yaliyomo’s platform helps brands to enable consumers to identify their products, trace it from the origin and validates the all attributes for building trust. Retailers working with the content that they securely receive and syndicate via Yaliyomo’s platform can keep all stakeholders accountable and transparent on the content by securely and storing it in the cloud and by leveraging the state of the art blockchain technology – an industry first for a CMP.

By storing information in a way where content is 100% secure, untenable and fully traceable. Y™ helps brand owners and retailers market and sell their products and drives business growth by not only collecting, enriching and storing product content in a highly intuitive and centralised way, but also by demonstrating traceability and authenticity of a product to customers.

Whether a consumer is purchasing a luxury handbag, ethically sourced coffee or life-saving medicine, Yaliyomo and Y™ gives them confidence and authentic content that what they are buying is the real thing, every time.",2-10,7.0,seed,0.3K,2020.0,False,False,False,0.0,,operational,2022-09-03 06:21:23,2020-02-25 09:58:36,472933.0,0,2022-08-23 09:44:58,1,248,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Yaliyomo GmbH,company,"Founded in Cologne, Germany by a duo of International entrepreneurs with over 50+ years of experience in global content and data management, Yaliyomo and our industry-leading Content Management Platform (CMP) Y™ answers the growing demand from consumers in a changing world, for full transparency and better traceability. Consumers are keen to know everything about the product they are purchasing and brand owners/retailers are interested to keep their products identity and integrity.

Yaliyomo’s platform helps brands to enable consumers to identify their products, trace it from the origin and validates the all attributes for building trust. Retailers working with the content that they securely receive and syndicate via Yaliyomo’s platform can keep all stakeholders accountable and transparent on the content by securely and storing it in the cloud and by leveraging the state of the art blockchain technology – an industry first for a CMP.

By storing information in a way where content is 100% secure, untenable and fully traceable. Y™ helps brand owners and retailers market and sell their products and drives business growth by not only collecting, enriching and storing product content in a highly intuitive and centralised way, but also by demonstrating traceability and authenticity of a product to customers.

Whether a consumer is purchasing a luxury handbag, ethically sourced coffee or life-saving medicine, Yaliyomo and Y™ gives them confidence and authentic content that what they are buying is the real thing, every time.",2-10,7.0,seed,0.3K,2020.0,False,False,False,0.0,,operational,2022-09-03 06:21:23,2020-02-25 09:58:36,472933.0,0,2022-08-23 09:44:58,1,248,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Choco,corporate,"Choco is an ingredient ordering platform connecting restaurants and suppliers. Our mission is to build a more sustainable supply chain and eradicate food waste.  Founded in March 2018, we have already raised $45M in funding and we are backed by top VCs such as Bessemer Venture Partners and Atlantic Labs, as well as startup leaders and entrepreneurs who have built companies such as Google, Facebook, Uber, SoundCloud, DropBox, and Delivery Hero.  We are growing extremely fast and we are looking for highly motivated individuals who are deeply passionate about food, tech, and entrepreneurship and want to build a successful and impactful business.",201-500,346.0,late growth,35K,2018.0,False,False,True,249.73,100.91,operational,2022-09-01 03:11:47,2019-11-14 17:03:10,,26,2022-05-30 10:21:44,27,35353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
Neracare,company,,,,late growth,,2015.0,False,False,False,0.0,,operational,2022-05-19 17:01:59,2021-05-16 15:35:49,,0,2021-05-16 16:03:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Peter Park,company,"Peter Park redefines the status quo of off-street parking. Our B2B software platform, enabled by computer vision technology, empowers our customers to centrally manage their car parks via an individual dashboard. This allows them to seamlessly integrate new digital technologies, such as smart kiosks, parking apps and dynamic pricing, into their parking ecosystem.  Final outcome is maximum efficiency and the generation of new revenue streams, ultimately driving profitability. The parker on the parking lot benefits from an enhanced experience, characterized by barrier-free parking, maximum convenience and cost-transparency.  We are a young & motivated team with a central office at WERK1 in Munich.   Join us on our mission to redefine parking! www.peter-park.de",51-200,61.0,late growth,6K,2019.0,False,True,False,0.0,,operational,2022-09-05 00:43:16,2020-03-29 20:31:06,30694.0,11,2020-03-29 20:42:25,5,6010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
AiSmart,company,,,,early growth,15K,2016.0,False,False,False,0.0,,operational,2022-06-26 04:19:08,2020-08-28 07:37:33,,0,2020-08-28 08:00:45,0,475,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Brickblock,company,"Brickblock is the creator of ScalingFunds.com. The SaaS solution enables fund managers and GPs to raise capital from LPs more efficiently and scale from local to global distribution. Moreover, it allows a more efficient fund administration and helps to reduce costs by up to 70%.

Brickblock reduces the time for clearing and settlement of trades on a secondary market from weeks to minutes. A fast and global secondary market for fund shares raises the attractiveness of all alternative investment funds.

While the initial marketing focuses on Real Estate funds, the technology is agnostic to the investment class and can process Infrastructure, Private Equity, Private Debt and Hedge Funds.

Brickblock is trusted partner of Sanne Group and JTC Group totalling over €350bn assets under service and was one of the first to get a Security Information Sheet approved by BaFin, the financial regulatory authority for Germany.",2-10,4.0,seed,2K,2017.0,False,True,False,7.55,2.55,operational,2022-08-20 08:05:56,2018-05-09 21:01:17,411501.0,0,2022-01-21 08:50:36,7,1774,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Apartmen,company,"apartmen is an online interior design service for men.  Our vision is to effortlessly offer men a home with a feel-good factor to suit their budget.   With apartmen you can easily order room-specific furniture that matches your own taste. This is based on a self developed online style test. Here we deliberately use innovative technologies to offer the customer a completely new and more comfortable shopping experience. With the help of Artificial Intelligence, the furnishing concepts are to be adapted much more closely to the specific needs of the customer without additional effort. Furthermore it should be possible to simulate the furnishing proposal created in this way with the help of Augmented Reality within the customer's own four walls. The customer can define his desired budget and in the end only pays what he orders. The service itself can be used free of charge.",2-10,4.0,seed,2K,2020.0,False,False,False,0.0,,operational,2022-09-11 05:52:40,2020-10-27 12:20:15,499875.0,0,2020-10-27 14:02:23,1,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Bctsl,company,,,,,,,False,False,False,0.0,,operational,2022-09-01 23:30:24,2021-10-30 23:35:14,,0,2021-10-31 01:01:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Helpcity,company,Helpcity connects people with similar medical conditions in hospitals to enable them to be there for each other. Our mobile app is available for iOS & android. We are currently in a closed beta working with partner hospitals in Germany.,2-10,3.0,seed,7K,2018.0,False,False,False,0.0,,operational,2022-09-13 04:45:06,2020-08-27 14:35:39,455652.0,0,2020-08-27 16:01:02,0,7057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
recyda,company,"We help companies along the packaging value chain assess recyclability with software and data to help fight the flood of packaging waste.

Recyclability of packaging cannot be measured purely by material properties - it depends on country-specific information about legislation and waste management systems.

Recyda collects and centralises this information in a sophisticated software tool that makes it easy to quickly assess packaging recyclability during sales and development processes.",11-50,14.0,early growth,0.6K,2020.0,False,False,False,0.0,,operational,2022-08-18 09:19:49,2021-03-22 14:11:26,134330.0,0,2021-08-19 04:42:51,6,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Skipcart,company,"Skipcart is an on-demand fleet of drivers providing same day and on-demand delivery for retailers, restaurants and grocers nationwide.",11-50,40.0,early growth,39K,2017.0,False,True,False,0.0,,acquired,2022-09-01 03:14:43,2020-01-07 11:27:51,487006.0,0,2022-08-06 06:10:34,2,38532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
ForSuperHeroes,company,,,,,0.3K,,False,False,False,0.0,,operational,2022-06-26 03:16:50,2020-06-16 19:08:43,,0,2021-11-26 16:13:20,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
StorifyMe,company,"StorifyMe is the leading platform to enable tappable content format, also known as stories, available for the open web.

We are inspired by consumers content expectations, and that is why we provide the tools that enable brands to create, distribute and measure experiences similar to Instagram and Snapchat anywhere they want. 

With StorifyMe, brands can engage with customers using stories on their website, native apps, as embeds or even offline.",2-10,6.0,seed,7K,2019.0,False,False,False,0.0,,operational,2022-09-02 08:08:24,2020-11-05 00:20:53,307836.0,0,2021-11-10 12:16:56,0,6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Vulkanic,company,,,,,0.5K,,False,False,False,0.0,,operational,2022-08-12 16:09:10,2020-09-02 20:07:03,,0,2020-09-02 20:07:40,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
VYTAL,company,"In Germany the consumption of take-away, convenience and delivery food & drinks is responsible for about 281 kilotons of single-use packaging waste for immediate consumption and is growing at double digit rates. Most of the time, To-Go food containers, snack boxes or coffee cups have a very short life-span of only 30 minutes after which they are tossed into trash (or litter parks, beaches & the ocean). This is not only a giant waste of economic resources as each single use costs between 15 and up to 0,60€ for a stable bowl/box with a lid. It is a horrendous waste of environmental resources (wood, water, crude oil, metals & energy) that are used to produce this packaging. Therefore, a single use packaging not weighing more than 30 grams can easily come with an ecological backpack of more than 8 kilograms when taking into account all the resources used in production (material intensities taken from Wuppertal Institute for Climate, Environment and Energy). Looking at GHG emissions, the picture is similarly bleak: Using CO2 emission factors and the detailed material mix of the single-use packaging waste analyzed by NABU (German Nature and Biodiversity Conservation Union), the 281 thousand tons waste from To-Go consumption generated around 556 thousand tons of CO2 or the equivalent of 195k passenger cars per year (assuming an average distance travelled of 15,000km). With the expected rise of take-away, convenience and delivery food, the related emissions are expected to increase at double digit rates as waste volume is expected to increase and as we saw a shift to plastics relative to cardboard or other materials. While there is a growing awareness of the problem, especially in Germany, there is no scalable solution yet and the commonly used alternative of nature-based & ‘biodegradable’ materials like bagasse or PLA also require many resources for production & transport, and have to be incinerated or go to landfill after use as there is currently no way to compost them.",51-200,70.0,late growth,16K,2019.0,False,True,False,11.09,9.09,operational,2022-09-01 03:11:07,2020-02-18 13:06:34,26913.0,0,2022-03-16 13:51:02,7,16055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
Zag City,company,Zag City is a digital platform that creates a new type of rental income for landlords in the course of short-term rentals.,2-10,2.0,seed,0.2K,2020.0,False,False,False,0.0,,operational,2022-09-03 18:54:34,2020-05-17 17:36:23,,0,2021-04-20 13:31:28,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
EvoCare Holding,company,"EvoCare hat einen neuen innovativen Weg gefunden, die Gesundheitsversorgung per Digitalisierung ins eigene Zuhause zu bringen. Das Marktpotential liegt in Deutschland bei 300 Mio. Verordnungen für Heilmittel mit über 6 Mrd. €. Die EvoCare Holding AG bietet hierfür ein von den Sozialversicherungsträgern anerkanntes Telemedizin-Verfahren an. Für Ärzte, Kliniken und Pflegeeinrichtungen ergeben sich eine besser Patientenbindung und Arbeitserleichterungen, für Patienten ist eine umfassende Behandlung auch in strukturschwachen Regionen möglich. Die von EvoCare angewandte Telemedizin-Methode ist anders als andere telemedizinische Produkte erstattungsfähig, was eine Refinanzierung der erbrachten e-Health-Leistungen sicherstellt. EvoCare ist international skalierbar.

Die EvoCare Holding ist an der EvoCare Telemedizin GmbH (Deutschland) und die EvoCare GmbH (Österreich) beteiligt. 

Kontakt: +49 911 32 38 00 und info@evocare.de",2-10,8.0,seed,0.2K,2018.0,False,False,False,0.0,,operational,2022-08-19 15:51:38,2021-06-30 08:06:36,889562.0,0,2021-06-30 10:01:07,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Nucleus195 Co-Founder,company,"Nucleus195 brings radical change to the interaction between investment managers and research providers worldwide. The innovative platform bridges gaps and eliminates inefficiencies between the brightest content producers in developed, emerging, and frontier markets, and the investment professionals who consume it.  We have developed technology to provide an intuitive, transparent and easy to use platform where investment managers can buy research reports, subscriptions, request bespoke research and book calls with analysts.  For content providers, Nucleus195 offers a full suite of advanced yet easy-to-use tools for distribution, promotion and moentization â all at no cost.   For investment managers, it provides streamlined ways to access the best and most valuable investment ideas and market intelligence provided by local experts.   For all participants, Nucleus195 delivers a fair, efficient, consumption-based, and fully transparent environment for the buying and selling of investment research.",2-10,8.0,seed,0.5K,2017.0,False,False,False,0.0,0.51,operational,2022-08-16 15:20:27,2020-12-21 13:07:10,727202.0,0,2021-04-20 10:39:47,3,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
CanLife.Drinks,company,,,,,,,False,False,False,0.0,,operational,2022-05-19 18:12:17,2021-11-22 10:45:24,,0,2021-11-22 12:00:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Digooh,company,"Wir als DIGOOH wollen den Out-of-Home Markt durch Digitalisierung revolutionieren. Deshalb betreiben und vermarkten wir digitale City-Light-Poster /Outdoor-Displays am Point-of-Sale und an hoch frequentierten Standorten und bauen eine bundesweite Netzwerkinfrastruktur auf. 

Der aktuelle Out-of-Home Markt ist sehr konzentriert und wenig digitalisiert. Zum einen sind Flexibilität und die Möglichkeit den Kunden direkt anzusprechen nur selten gegeben und zum anderen bedarf es oft großer Werbebudgets, um überhaupt OOH Werbung schalten zu können.    

Das wollen wir ändern! Mittels unserer digitalen Outdoor Displays werden filialspezifische Angebote und Werbung nationaler, regionaler sowie lokaler Marken an den*die Verbraucher*in übermittelt — statisch, animiert oder als Bewegtbild. Gemeinsam mit unseren Standortpartner*innen schaffen wir flexible digitale Kommunikationslösungen, um unseren Zielgruppen relevante und aktuelle Informationen zu bieten. 

Das treibt uns an 
Wir haben uns zu folgenden Grundsätzen verschrieben:  

- Unsere Kund*innen und Partner*innen stehen im Mittelpunkt 
- Wir wollen den OOH-Markt durch Digitalisierung revolutionieren 
- Wir arbeiten mit modernster Technologie und nehmen uns vor, neue Maßstäbe zu setzen 
- Wir hinterfragen uns immer wieder selbst und schätzen ehrliches Feedback, um jeden Tag noch besser zu werden 
- Wir erreichen unsere Ziele im Team und entscheiden verantwortungsbewusst 
- Wir leben die Demokratie und dulden keine Diskriminierung 
- Wir sind kreativ, mutig und gehen an Grenzen, um für unsere Kund*innen und Partner*innen die bestmögliche Lösung zu erzielen 

Wenn Du Teil unseres Teams werden willst, informiere Dich hier über aktuelle Stellenausschreibungen: https://digooh.com/karriere 

Ansprechpartnerin:
 
Birgit Severing
Human Resources Manager 
 
https://www.digooh.com/datenschutz",11-50,25.0,early growth,,2019.0,False,False,False,0.0,,operational,2022-09-09 04:20:52,2022-03-07 10:49:19,194805.0,0,2022-03-07 10:49:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Feelbelt,corporate,"Feelbelt's vision is to create the best gaming and music experience ever. With its product, the Feelbelt, the start-up opens up a new dimension of sound perception. The wearable can be worn on clothing and fits flexibly to the body. The Feelbelt is designed and produced locally, in Berlin and surroundings, which the team consciously decided on.",2-10,10.0,seed,10K,2019.0,False,False,False,0.0,,operational,2022-08-25 15:32:33,2020-03-02 11:12:29,,0,2022-02-26 23:07:55,3,10443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Nuvi Nomad,company,,,,late growth,,2016.0,False,False,False,0.0,,operational,2022-05-19 17:57:28,2021-10-28 10:43:58,,0,2021-10-28 10:43:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Ocha-Ocha,company,"With our unsweetened tea beverages we provide 3 core values in the intransparent jungle of food&beverage ingredients: zero sugar/sweetener tolerance level, purity&simplicity approach, sustainability maximization. Therefore we seek to change the over-sweetened beverage scene in Germany to a more delicious, healthier and sustainable market.",2-10,6.0,seed,,2018.0,False,False,False,0.0,,operational,2022-08-22 02:05:14,2022-07-22 08:33:55,,0,2022-07-22 08:38:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Waidlife,company,"Einfaches Shopping für Outdoor- und Jagdfans. Das beschreibt nicht nur den Waidlife Online-Shop, sondern auch das ausgesuchte Angebot an Premiummarken, das sich aus hochwertiger Jagdausrüstung und moderner Outdoor-Bekleidung für Damen und Herren zusammensetzt.

Die Idee für den Online-Shop entstand aus einem persönlichen Bedarf. Als passionierte JägerInnen lieben wir es, so oft wie möglich mit der Natur verbunden zu sein. Für ein erfolgreiches Jagderlebnis respektive gelungenes Outdoorabenteuer braucht es hochwertige Outdoor- und Jagdbekleidung, die je nach Einsatzzweck verschiedenen Witterungsbedingungen gewachsen sein muss. Doch viele werden das Problem dabei kennen: Um die gewünschte Ausrüstung zu erwerben, bedarf es oft stundenlanger Recherche im Internet oder den umständlichen Weg über den stationären Handel. Das wollten wir ändern! Bei Waidlife wird genau das angeboten, was vielen Jagdanhängern und Naturbegeisterten bis jetzt fehlte: Hier findest Du hochwertige Premium Outdoor-Bekleidung – sorgfältig ausgesucht und übersichtlich an einem Ort gebündelt.

Unsere Auswahl richtet sich an diejenigen, die es lieben, sich in der Natur aufzuhalten, und für die die beste Qualität gerade gut genug ist. Hochwertige Materialien sowie präzise Verarbeitung sind zwei Standards, auf die wir besonderen Wert legen. Egal ob für einen spontanen Waldspaziergang, eine ausgiebige Wanderung oder für die Jagd: Im Waidlife Online-Shop wird jede(r) Naturbegeisterte fündig. Unsere Premiummarken wie Filson, Norrona oder Blaser setzen bewusst auf bewährte Naturstoffe wie Bio-Baumwolle und Naturdaunen und kombinieren diese mit Kunstfasern und Hybridstoffen (z. B. rissfestes Nylon und atmungsaktives Meshgewebe).",1,1.0,seed,0.7K,2017.0,False,False,False,0.0,,operational,2022-08-25 22:54:46,2019-09-10 12:45:03,942137.0,0,2019-09-11 00:05:38,1,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Code intelligence,company,"Code Intelligence enables companies to simplify their software testing processes. Our solution - the CI Security Suite - enhances security testing efficiency for experts and enables developers without IT security expertise to perform continuous automated security and reliability tests. In this way, the development process can be accelerated and continuous quality management can be realized.

Code Intelligence, headquartered in Bonn, Germany, supports companies such as Deutsche Börse and Deutsche Telekom in the efficient and cost-effective use of state-of-the-art application security testing technologies such as coverage-based fuzzing.",11-50,47.0,early growth,32K,2018.0,False,True,False,13.64,11,operational,2022-08-21 02:49:07,2019-05-14 10:21:48,56611.0,2,2022-06-02 17:32:50,5,31610,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Prospect
AIgnostics,company,AI-powered precision diagnostics for pathology,51-200,52.0,late growth,9K,2018.0,False,True,False,0.0,5,operational,2022-08-31 05:16:06,2020-10-15 14:51:38,75382.0,4,2022-02-14 00:25:14,2,9184,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Rejected
Aparkado,company,"Mit aparkado können LKW-Fahrer*innen einfach und flexibel Parkplätze buchen und voraussichtliche Routen planen, so dass die lange Suche nach einem geeigneten Parkplatz der Vergangenheit angehört. Auf der Basis von Satellitenbildern erkennt das intelligente System freie oder belegte Parkplätze neben der Autobahn. Ein dynamischer Algorithmus verteilt die LKWs optimal auf die verfügbaren Parkplätze und zeigt automatisch Alternativen an, wenn ein Parkplatz nicht erreicht werden kann. Zusätzlich kann aparkado über Schnittstellen in bestehende Systeme integriert werden.

Ganz bequem über die App für iOS / Android oder in der WebApp hilft aparkado LKW-Fahrer*innen, ihre Lenkzeiten einzuhalten und für erholsame Pausen zu sorgen. In naher Zukunft werden weitere Funktionen hinzukommen, wie z.B. die Integration einer Tankkarte zum Bezahlen an Tankstellen. Das Ziel der All-in-One-Plattform ist es, die beste App für Lkw-Fahrer*innen zu werden, beginnend mit der Bekämpfung der bestehenden Parkplatzknappheit.",11-50,11.0,early growth,2K,2020.0,False,False,False,0.0,,operational,2022-09-03 04:35:39,2020-09-09 15:21:17,10572.0,0,2022-03-28 17:47:09,0,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
baupal,company,,11-50,,early growth,,2020.0,False,False,False,0.0,,operational,2022-09-13 07:07:13,2022-09-07 07:06:04,,0,2022-09-07 07:08:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
BeeBlum,company,"We accelerate ideation for knowledge work at scale. Designed as a unique blend of canvas-style thinking, work management framework and enterprise social network, beeBlum can help organizations to collaborate, develop better ideas, foster bold decisions and waste less time in meetings.",2-10,2.0,seed,0.3K,2020.0,False,False,False,0.0,,operational,2022-09-01 23:32:33,2020-02-06 09:03:40,930412.0,0,2020-02-06 10:00:42,0,204,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Daypaio,company,"Samdock ist das modernste CRM-System für kleine Unternehmen und besticht durch seine einfache und intuitive Nutzung.
Das System des Münchner Unternehmens wird in Deutschland entwickelt und gehosted. Samdock unterstützt aktiv den gesamten Ablauf von der Interessentengewinnung zum Abschluss und darüber hinaus. Kundenmanagement, Marketing und Vertrieb werden so intelligent digitalisiert und automatisiert, dass Unternehmen deutlich effizienter und erfolgreicher arbeiten können.",11-50,13.0,early growth,0.4K,2018.0,False,False,False,1.0,,operational,2022-09-14 06:08:19,2019-09-02 13:58:53,928426.0,0,2021-11-15 22:27:13,2,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
George Analytica GmbH,company,,,,early growth,,2020.0,False,False,False,0.0,,operational,2022-05-19 19:35:53,2022-05-02 12:56:55,,0,2022-05-02 12:57:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Jungle Robotics,company,"Jungle is an online marketplace for factories to rent robotic solutions  We envision a world where any higher-quality products are affordable to everyone. To achieve that, we must bring the assembly costs of any product down to 1% of its total cost.   Jungle is an online marketplace for factories to rent robotic solutions in a simple, fast and affordable way",2-10,5.0,seed,2K,2020.0,True,False,False,0.0,,low-activity,2022-08-15 06:38:47,2020-12-14 10:19:29,889620.0,0,2020-12-14 10:19:30,1,1630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Mondoo,company,"Development, security, and operations teams use different tools and operate from the different versions of reality when it comes to versions, states, and configurations. With Mondoo, you can improve your security posture, reduce friction between teams, and collaborate more effectively.",11-50,29.0,early growth,7K,2020.0,False,True,False,13.64,10.91,operational,2022-08-25 05:43:27,2021-10-07 03:47:53,107814.0,0,2022-03-24 10:04:06,3,6527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Oyá,company,,,,,0.2K,,False,False,False,0.0,,low-activity,2022-08-12 16:13:05,2020-10-26 14:29:05,,0,2020-10-26 15:27:51,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
ParoCure,company,,,,early growth,,2020.0,False,False,False,0.0,,operational,2022-05-19 18:45:02,2022-01-04 10:50:50,,0,2022-01-04 12:02:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Relevo,company,"Du willst deinen Beitrag zur Umweltbewegung leisten, aber nicht auf urbanen Lifestyle verzichten? Dann mach mit bei Relevo – dem einfachen Mehrweg-To-Go Konzept für deine müllfreie Stadt.",11-50,31.0,early growth,,2020.0,False,False,False,0.0,,operational,2022-09-13 18:56:40,2021-10-14 09:04:08,172588.0,0,2021-10-14 10:20:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Solarvibes,company,"Solarvibes offers first of its kind intelligent farming solutions to enable farmers with instant access to their crop and soil health diagnostics. Our inbuilt AI modules analyses data to formulate soil friendly farming practices, achieve higher crop quality and productivity. For more information on the features and product please visit us at www.solar-vibes.com.",2-10,2.0,seed,0.6K,2019.0,False,False,False,0.0,,operational,2022-08-25 18:51:49,2020-11-20 05:56:49,,0,2020-11-20 06:01:45,2,554,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Rejected
Tech11,company,"tech11 ist Anbieter einer Core Insurance Platform. Die Lösung ist für voll-automatisiertes, digitales E2E Versicherungsgeschäft im Bereich P&C konzipiert und basiert auf einer einzigartigen, Container-basierten Microservices-Architektur. Sämtliche Module können einzeln oder kombiniert, schnell und kostengünstig in Produktion gebracht werden. Die Integration erfolgt komfortabel über Web Services. Der Betrieb findet On-Premises oder wahlweise in der Cloud statt. Die digitale Plattform der tech11 eignet sich für traditionelle und digitale Versicherer und kann international eingesetzt werden.",51-200,70.0,late growth,0.5K,2018.0,False,True,False,1.0,,operational,2022-09-09 02:16:03,2020-11-05 22:01:40,165555.0,3,2022-01-19 18:19:49,2,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
